task,gpt56_score,r16_reward,r16_n,glm52_verifier_mean,glm52_composite_mean,glm52_n
locale-route-rebuild,0.875,,,0.1250,0.3650,8
lockstep-swarm-step,0.875,,,0.0000,0.2853,8
log-archive-delegation,0.875,,,0.6250,0.7375,8
log-rotation-view-skew,0.875,,,0.0000,0.2958,8
logistic-orbit-sums,0.875,,,0.7500,0.8250,8
luks-unlock-reconcile,0.875,,,0.2500,0.4015,8
mail-chroot-reconcile,0.875,,,1.0000,0.9964,8
manifest-reconcile-artifacts,0.875,,,0.0000,0.2893,8
manifest-symlink-audit,0.875,,,0.1250,0.3554,8
marble-routing-coherence,0.875,,,0.7500,0.7406,8
marker-csv-consolidation,0.875,,,0.0000,0.3000,8
masked-fill-scoring-fix,0.875,,,1.0000,0.9861,8
measured-boot-attestation-gate,0.875,,,0.0000,0.2766,8
messytab-normalizer-cli,0.875,,,0.7500,0.8023,8
meterctl-export-contract,0.875,,,0.2500,0.3952,8
microcredit-ate-doubly-robust,0.875,,,1.0000,0.9710,8
millrace-score-referee,0.875,,,0.1250,0.2771,8
mission-beam-scheduler,0.875,,,0.6250,0.7375,8
mlflow-promotion-gatekeeper,0.875,,,0.6250,0.7000,8
mlops-admission-control,0.875,,,0.2500,0.3818,8
model-release-evidence,0.875,,,0.1250,0.3093,8
module-pin-reconciler,0.875,,,0.1250,0.3500,8
molybdenum-campaign-decay,0.875,,,0.8750,0.8651,8
mortality-rate-forecast,0.875,,,0.8750,0.9031,8
mroz-heckman-wage-selection,0.875,,,1.0000,0.9427,8
mtls-ingress-audit,0.875,,,0.1250,0.3768,8
mtls-resumption-grader,0.875,,,0.5000,0.4449,8
namespace-restore-precedence,0.875,,,0.7500,0.7559,8
neutron-reflectometry-inversion,0.875,,,0.5714,0.6863,7
node2vec-config-recovery,0.875,,,0.7500,0.7312,8
noncentral-chi-square-tails,0.875,,,0.8750,0.9000,8
npm-license-gate,0.875,,,0.0000,0.2906,8
offline-packaging-driver,0.875,,,0.2500,0.4000,8
offline-pki-adjudication,0.875,,,0.0000,0.1676,8
offline-registry-recovery,0.875,,,0.6250,0.6637,8
offline-sysconfig-wheel,0.875,,,1.0000,0.9837,8
onnx-churn-model-evaluator,0.875,,,0.0000,0.2667,8
openapi-ref-freezer,0.875,,,0.3750,0.5081,8
openra-map-fairness,0.875,,,0.1250,0.3490,8
optimal-mixture-design,0.875,,,0.3750,0.5067,8
orbital-shadow-table,0.875,,,0.3750,0.5466,8
orchestrator-witness-repair,0.875,,,0.5000,0.5989,8
order-independent-mapgen,0.875,,,0.0000,0.2859,8
osculating-interpolation,0.875,,,0.8750,0.8885,8
osquery-registry-arbiter,0.875,,,0.3750,0.5457,8
package-lock-planner,0.875,,,0.8750,0.7625,8
package-trigger-replay-report,0.875,,,1.0000,0.9335,8
pam-stack-audit-fix,0.875,,,0.2500,0.4521,8
parent-chain-export,0.875,,,0.2500,0.4314,8
parent-zone-repair,0.875,,,0.1250,0.3578,8
pbh-credit-adjudicator,0.875,,,0.7500,0.8100,8
pbt-schema-compat-checker,0.875,,,0.0000,0.2830,8
pick-wave-ledger,0.875,,,0.3750,0.5505,8
pkgctl-dependency-resolver,0.875,,,0.0000,0.2801,8
pki-incident-recovery,0.875,,,0.7500,0.8053,8
pnpm-integrity-audit,0.875,,,0.5000,0.6004,8
policy-engine-decision-fix,0.875,,,1.0000,0.9941,8
portfolio-risk-regression,0.875,,,0.7500,0.8184,8
postfix-header-redaction,0.875,,,0.5000,0.6125,8
postgres-terminus-debugger,0.875,,,0.5000,0.6269,8
preferans-session-scorer,0.875,,,0.2500,0.4750,8
print-job-lifecycle-fix,0.875,,,0.0000,0.3000,8
projection-epoch-skew,0.875,,,0.6250,0.6289,8
promo-tagging-build,0.875,,,0.1250,0.3584,8
protobuf-merge-ledger,0.875,,,1.0000,0.9177,8
provenance-audit-forge,0.875,,,0.2500,0.4750,8
proxy-policy-rewrite,0.875,,,0.0000,0.2202,8
python-json-canonicalizer,0.875,,,1.0000,1.0000,8
qgis-contract-tester,0.875,,,0.7500,0.8167,8
quartz-sdk-packager,0.875,,,0.8750,0.8486,8
quest-parser-hardening,0.875,,,0.2500,0.4622,8
radio-network-planner,0.875,,,0.8750,0.8736,8
rampgrid-aggregate-fix,0.875,,,0.8750,0.9100,8
rational-interpolant,0.875,,,0.7500,0.7807,8
rbac-exposure-closure,0.875,,,1.0000,0.9808,8
rbac-exposure-counts,0.875,,,1.0000,0.9815,5
reed-voicing-allocation,0.875,,,1.0000,0.9417,8
reef-payload-resolver,0.875,,,0.2500,0.4356,8
referral-intake-fix,0.875,,,0.5000,0.6067,8
region-trace-forge,0.875,,,0.0000,0.2250,8
relay-admission-notary,0.875,,,0.6250,0.7328,8
relay-profile-policy,0.875,,,0.8750,0.8937,8
relay-yard-rsyslog-failover,0.875,,,0.2500,0.4337,8
release-gate-adjudicator,0.875,,,0.0000,0.2859,8
replay-ancestry-bind,0.875,,,1.0000,0.8543,8
replay-authority-audit,0.875,,,0.0000,0.1948,8
replay-queue-capacity-fix,0.875,,,0.1250,0.3500,8
replay-teardown-reconcile,0.875,,,0.5000,0.6238,8
reproducible-capsule-release,0.875,,,0.6250,0.7341,8
rescue-planner,0.875,,,0.1250,0.2791,8
resumable-upload-inference,0.875,,,0.8750,0.9073,8
retention-chain-pruning,0.875,,,0.0000,0.2953,8
retinal-record-decoder,0.875,,,0.1250,0.1955,8
retrykit-rtt-failover-recovery,0.875,,,0.2500,0.3431,8
review-rating-recovery,0.875,,,1.0000,0.9162,8
rice-bitstream-audit-fix,0.875,,,0.7500,0.8128,8
riftline-board-runner,0.875,,,0.3750,0.5431,8
riichi-scorekeeper-repair,0.875,,,0.0000,0.2812,8
rinfer-span-repair,0.875,,,0.0000,0.2917,8
robust-brew-allocation,0.875,,,0.6250,0.7323,8
rotary-kiln-balance,0.875,,,0.8750,0.9125,8
rotating-binary-orbits,0.875,,,0.7500,0.8072,8
route53-remediation-plan,0.875,,,0.3750,0.4064,8
routing-incident-reconciler,0.875,,,0.3750,0.5444,8
rulepack-rebuild-provenance,0.875,,,0.6250,0.7375,8
runtime-activation-drift,0.875,,,0.0000,0.2935,8
rust-tar-pax-normalizer,0.875,,,0.0000,0.2583,8
rustsec-dossier-sealing,0.875,,,0.0000,0.2359,8
saml-acs-hardening,0.875,,,0.2500,0.3929,8
satellite-campaign-scheduler,0.875,,,0.0000,0.2719,8
sbt-bootstrap-planner,0.875,,,0.2500,0.4750,8
schema-calendar-roundtrip,0.875,,,1.0000,0.9977,8
scram-auth-verifier,0.875,,,0.1250,0.3875,8
seal-container-hardening,0.875,,,0.7500,0.8069,8
sealtally-offline-build,0.875,,,0.0000,0.1631,8
seat-auth-attestation,0.875,,,0.8750,0.9048,8
secure-event-intake-gate,0.875,,,0.5000,0.6425,8
securitytxt-audit-repair,0.875,,,0.2500,0.4750,8
sensor-fusion-recovery,0.875,,,0.8750,0.7480,8
sentinelcam-authenticator,0.875,,,0.5000,0.6056,8
session-audit-relay-seal,0.875,,,0.8750,0.8889,8
severity-abstention-gate,0.875,,,0.0000,0.2805,8
shared-frailty-cox,0.875,,,0.8750,0.8628,8
sheet-contract-recalc,0.875,,,1.0000,0.9707,8
shelter-bed-planner,0.875,,,0.8750,0.7831,8
shipment-billing-ledger,0.875,,,0.8750,0.9038,8
shoe-repair-lifecycle,0.875,,,0.0000,0.1875,8
signal-placement-repair,0.875,,,0.2500,0.4750,8
signed-policy-log-checker,0.875,,,0.0000,0.2901,8
signed-relay-releases,0.875,,,0.1250,0.3491,8
sigv4-shard-reporter,0.875,,,1.0000,0.9663,8
singlecell-barcode-loader,0.875,,,0.3750,0.5625,8
skat-replay-adjudicator,0.875,,,0.2500,0.4618,8
smbios-verdict-reducer,0.875,,,0.5000,0.4100,8
snapshot-log-replay,0.875,,,1.0000,1.0000,8
soft-tpm-policy-synthesizer,0.875,,,1.0000,0.9723,8
soil-heat-calibration,0.875,,,0.5000,0.6209,8
solvecore-numerics-repair,0.875,,,1.0000,0.9592,8
spiffe-gateway-auditor,0.875,,,0.2500,0.4413,8
spiffe-rotation-settlement,0.875,,,0.0000,0.2555,8
spreadsheet-recalc-runner,0.875,,,0.6250,0.7286,8
sqlite-msd-worker-repair,0.875,,,0.2500,0.4703,8
sshca-policy-sync,0.875,,,0.5000,0.6500,8
static-link-planner,0.875,,,0.1250,0.3836,8
stm-tip-conditioning,0.875,,,0.7500,0.7036,8
stone-group-survival,0.875,,,0.3750,0.5175,8
stream-manifest-stabilizer,0.875,,,0.0000,0.2643,8
strict-profile-formatter,0.875,,,1.0000,0.9637,8
strict-pull-reconcile,0.875,,,0.6250,0.6178,8
stun-capture-repair,0.875,,,0.7500,0.7962,8
support-triage-classifier,0.875,,,0.8750,0.9095,8
suricata-fast-pattern,0.875,,,0.6250,0.6925,8
survey-ckd-drift,0.875,,,0.8750,0.9066,8
survey-uninsured-calibrator,0.875,,,1.0000,0.9273,8
synthetic-control-att,0.875,,,1.0000,0.8837,8
syscall-deny-gate,0.875,,,0.0000,0.2316,8
tavern-brawl-resolver,0.875,,,0.0000,0.2413,8
telecom-appetency-ranking,0.875,,,0.7500,0.8007,8
telemetry-mirror-verdicts,0.875,,,0.8750,0.8881,8
temperature-excursion-audit,0.875,,,0.0000,0.2853,8
tetris-replay-trace-fix,0.875,,,0.5000,0.6286,8
thermoacoustic-guard-spans,0.875,,,0.6250,0.5698,8
threshold-trajectory-repair,0.875,,,1.0000,0.9392,8
ticket-hold-audit,0.875,,,0.0000,0.1125,8
ticket-sla-replay,0.875,,,0.7500,0.8223,8
tideforge-scons-ledger,0.875,,,0.7500,0.5250,8
tidekeeper-referee-repair,0.875,,,0.5000,0.6250,8
tile-drift-recovery-report,0.875,,,1.0000,0.8678,8
tinylfu-drift-adapter,0.875,,,1.0000,1.0000,8
tls-hostname-verifier,0.875,,,0.6250,0.6268,8
toolchain-matrix-lock,0.875,,,0.8750,0.8996,8
topo-sweep-coherence,0.875,,,0.0000,0.2823,8
toroidal-dimer-counts,0.875,,,0.7500,0.7256,8
tour-booking-lifecycle,0.875,,,0.0000,0.2056,8
trace-selftime-attribution,0.875,,,0.7500,0.8043,8
transfer-kink-effect,0.875,,,0.8750,0.8233,8
triage-runner-repair,0.875,,,0.0000,0.2422,8
two-terminal-reliability,0.875,,,0.7143,0.7397,7
uncertain-fetch-budgeting,0.875,,,0.8750,0.8606,8
vault-policy-auditor,0.875,,,0.0000,0.2844,8
vault-replay-recovery,0.875,,,0.0000,0.3000,8
vcpkg-manifest-resolver,0.875,,,0.5000,0.5957,8
vendor-checkpoint-equivalence,0.875,,,0.0000,0.2223,8
vessel-rotation-reconciler,0.875,,,0.0000,0.2475,8
voucher-reconcile-audit,0.875,,,0.0000,0.2812,8
vr-arcade-session-assignment,0.875,,,1.0000,0.9534,8
wakeword-witness-evaluation,0.875,,,0.0000,0.2625,8
warehouse-rollup-repair,0.875,,,0.1250,0.3695,8
webauthn-assertion-admission,0.875,,,0.2500,0.4587,8
weigh-ticket-rollup,0.875,,,0.2500,0.4278,8
wfq-drr-order-fix,0.875,,,0.0000,0.2140,8
wire-report-reconcile,0.875,,,0.0000,0.2625,8
worker-release-bundle,0.875,,,1.0000,0.9635,8
workload-policy-fix,0.875,,,0.7500,0.8175,8
workspace-feature-coherence,0.875,,,1.0000,0.9880,8
xml-policy-renderer-fix,0.875,,,0.6250,0.7293,8
zombie-chain-audit,0.875,,,0.8750,0.8653,8
accessorial-ledger-repair,0.75,,,0.0000,0.2625,8
aci-beam-checker,0.75,,,0.7500,0.8087,8
acoustic-eigenray-solver,0.75,,,0.0000,0.3000,8
aes-siv-contract-repair,0.75,,,1.0000,0.9349,8
airgap-profile-packaging,0.75,,,0.6250,0.7345,8
airport-ceiling-audit,0.75,,,0.1250,0.3875,8
alert-residual-audit,0.75,,,0.0000,0.2471,8
alert-router-repair,0.75,,,0.0000,0.2635,8
ammonia-span-reconstructor,0.75,,,0.5000,0.6414,8
anchorage-slot-reconciliation,0.75,,,0.1250,0.1953,8
animal-complaint-panels,0.75,,,0.0000,0.2899,8
animal-complaint-reconciliation,0.75,,,0.6250,0.7234,8
april-payout-reconciliation,0.75,,,0.2500,0.4203,8
arcguard-span-reconstruction,0.75,,,0.7500,0.7809,8
archive-traversal-guard,0.75,,,0.2500,0.3781,8
astro-cadence-planner,0.75,,,0.6250,0.7125,8
attestation-forensics-audit,0.75,,,0.2500,0.4750,8
attestation-jwks-verifier,0.75,,,1.0000,1.0000,8
attestation-policy-audit,0.75,,,0.0000,-0.0575,8
attested-audit-recovery,0.75,,,0.0000,0.2830,8
audit-rule-lineage-repair,0.75,,,0.3750,0.5475,8
auto-mpg-regression-reports,0.75,,,0.1250,0.3643,8
barrier-marker-closure,0.75,,,0.8750,0.9125,8
bike-counter-outlier-audit,0.75,,,0.7500,0.8175,8
bloom-cipher-recovery,0.75,,,0.0000,0.2290,8
bls-pairing-identity-fix,0.75,,,0.0000,0.3000,8
booking-lifecycle-drift,0.75,,,0.0000,0.2552,8
bridge-auction-scoring,0.75,,,0.7500,0.8045,8
brownian-reproduction-engine,0.75,,,0.8750,0.8750,8
bus-capture-verifier,0.75,,,0.5000,0.6125,8
bytecode-trace-forge,0.75,,,0.8750,0.9000,8
bzlmod-lock-resolver,0.75,,,1.0000,0.9587,8
c-build-cache-executor,0.75,,,0.6250,0.7031,8
cable-surge-optimizer,0.75,,,0.1250,0.2479,8
calc-bytecode-optimizer,0.75,,,0.0000,0.2723,8
case-duration-medians,0.75,,,0.8750,0.8542,8
cfd-run-monitor,0.75,,,0.2500,0.4325,8
checkpoint-drift-gate,0.75,,,1.0000,1.0000,8
checkpoint-mirror-reconcile,0.75,,,0.5000,0.5892,8
circular-ribbon-labeler,0.75,,,1.0000,0.9980,8
coating-coupon-allocation,0.75,,,0.6250,0.5587,8
cold-chain-ledger-audit,0.75,,,0.6250,0.7063,8
coldroom-sample-assignment,0.75,,,0.8750,0.9071,8
composer-lock-repair,0.75,,,0.2500,0.4684,8
composer-offline-planner,0.75,,,0.0000,0.1369,8
copd-burden-forecast,0.75,,,0.6250,0.7043,8
core-stack-recovery,0.75,,,0.0000,0.0000,8
counseling-ate-estimation,0.75,,,0.0000,0.2625,8
crop-yield-quantiles,0.75,,,0.3750,0.4086,8
cross-encoder-rerank-rules,0.75,,,0.5000,0.4878,8
cryo-boiloff-purge-fix,0.75,,,0.0000,0.2692,8
cti-witness-sealing,0.75,,,0.1250,0.3059,8
curl-url-granular-errors,0.75,,,0.0000,0.2787,8
curling-draw-scheduler,0.75,,,0.6250,0.5566,8
dag-propagation-fix,0.75,,,0.8750,0.8721,8
dcp-reel-audit-repair,0.75,,,1.0000,0.8500,8
deplock-resolver-fix,0.75,,,0.7500,0.7864,8
depot-fulfillment-cli,0.75,,,1.0000,0.9168,8
deterministic-async-lifecycle,0.75,,,0.0000,0.3000,8
dispatch-portfolio-ranker,0.75,,,0.0000,0.2644,8
droplet-coalescence-simulator,0.75,,,0.1250,0.3825,8
dual-board-pawn-proof,0.75,,,0.1250,0.3823,8
dual-control-gate-fix,0.75,,,0.0000,0.2970,8
duplicate-bridge-court,0.75,,,0.5000,0.5554,8
dvs-lane-audit,0.75,,,1.0000,0.9757,8
earthing-electrode-sizer,0.75,,,0.8750,0.8300,8
echo-lane-align,0.75,,,0.6250,0.6005,8
enigma-relay-fix,0.75,,,1.0000,0.9775,8
epoch-retransmit-auditor,0.75,,,0.7500,0.8250,8
faers-reaction-tagger,0.75,,,0.8750,0.8580,8
ffmpeg-edge-relay,0.75,,,0.5000,0.6346,8
film-rental-settlement,0.75,,,0.2500,0.4750,8
filter-metrics-repair,0.75,,,1.0000,0.9945,8
fireline-planner-contract,0.75,,,0.3750,0.5312,8
flag-rollout-scheduler,0.75,,,0.5000,0.6422,8
fleet-risk-prediction,0.75,,,0.5000,0.6350,8
fleet-underproduction-watch,0.75,,,0.0000,0.2934,8
forensic-warrant-containment,0.75,,,0.6250,0.7375,8
freight-claim-triage,0.75,,,0.1250,0.3073,8
fts-migration-audit,0.75,,,0.2500,0.4591,8
geojson-territory-filter,0.75,,,0.5000,0.5557,8
glacial-core-correlator,0.75,,,0.0000,0.2276,8
go-module-proxy-publisher,0.75,,,0.0000,0.2951,8
go-tournament-arbiter,0.75,,,0.2500,0.4466,8
gomod-vendor-pin-gate,0.75,,,0.0000,0.2600,8
grain-claim-ledger,0.75,,,0.8750,0.9087,8
grasp-budget-optimizer,0.75,,,0.3750,0.5193,8
hermetic-audit-replay,0.75,,,0.0000,0.2469,8
hotplug-volume-binder,0.75,,,0.0000,0.2348,8
householder-qr-factorization,0.75,,,0.5000,0.5569,8
http-smuggle-auditor,0.75,,,0.5000,0.6406,8
hump-dwell-adjudicator,0.75,,,1.0000,0.9969,8
icevault-custody-refresh,0.75,,,0.6250,0.7317,8
idempotency-webhook-replay,0.75,,,0.8750,0.9125,8
imu-drift-decoder,0.75,,,0.6250,0.6904,8
income-fairness-calibration,0.75,,,0.3750,0.5250,8
infant-mortality-glm,0.75,,,0.0000,0.2897,8
intrusion-audit-sentry,0.75,,,0.3750,0.5432,8
inventory-cache-policy,0.75,,,0.5000,0.6464,8
issuance-window-reconstructor,0.75,,,0.7500,0.7566,8
journey-pass-verifier,0.75,,,0.7500,0.8240,8
jwks-rotation-audit,0.75,,,0.0000,0.2083,8
kalman-lightcurve-smoother,0.75,,,0.0000,0.2625,8
keygate-regex-hardening,0.75,,,0.7500,0.7815,8
landing-replay-audit,0.75,,,0.7500,0.8181,8
lbm-channel-flow,0.75,,,1.0000,0.9782,8
leakage-safe-split-planner,0.75,,,0.6250,0.6708,8
lmdb-kws-pipeline,0.75,,,1.0000,0.9625,8
lockline-slot-arbiter,0.75,,,0.1250,0.3204,8
mac-forwarding-reconcile,0.75,,,0.5000,0.6500,8
mail-alias-ledger-repair,0.75,,,0.0000,0.2965,8
manifest-promotion-daemon,0.75,,,0.1250,0.3682,8
mantle-carry-reconcile,0.75,,,0.5000,0.5109,8
marker-cursor-replay-divergence,0.75,,,0.0000,0.1477,8
md-reshape-bind-audit,0.75,,,0.0000,0.2194,8
merkle-bundle-admission,0.75,,,0.6250,0.7222,8
mirror-admission-planner,0.75,,,0.8750,0.8253,8
mirror-resolver-audit,0.75,,,0.0000,0.2661,8
mod-version-resolver,0.75,,,0.7500,0.7734,8
model-readiness-report,0.75,,,1.0000,0.9597,8
monomial-oracle-synthesis,0.75,,,0.0000,0.2941,8
nanotube-screen-plan,0.75,,,0.3750,0.4046,8
nmr-shim-fitting,0.75,,,0.0000,0.2806,8
north-exclusive-route-counts,0.75,,,1.0000,0.9870,2
nts-ntp-auth-gate,0.75,,,0.5000,0.6279,8
nvme-lineage-replay-fix,0.75,,,0.5000,0.3706,8
occultation-almanac-planner,0.75,,,0.3750,0.5467,8
octal-heap-verdicts,0.75,,,0.0000,0.2556,8
offline-galaxy-resolver,0.75,,,1.0000,0.9901,8
oil-sortie-optimizer,0.75,,,1.0000,0.8734,8
othello-exact-endgame-solver,0.75,,,1.0000,1.0000,8
overlay-relabel-replay,0.75,,,0.0000,0.1809,8
paper-mill-replay,0.75,,,0.8750,0.8701,8
parkdeck-clearance-pacer,0.75,,,0.7500,0.8121,8
parking-adjudication-ledger,0.75,,,0.2500,0.4546,8
partial-glicko-standings,0.75,,,0.0000,0.3000,8
particle-energy-evolution,0.75,,,0.0000,0.2033,8
passive-isolation-fit,0.75,,,0.8750,0.8860,8
patch-genetics-simulator,0.75,,,1.0000,0.9360,8
path-group-flap-checker,0.75,,,0.6250,0.6886,8
periodic-regression-sqlite,0.75,,,0.7500,0.8250,8
persistent-homology-cohorts,0.75,,,0.6250,0.6950,8
photon-arena-api-fix,0.75,,,1.0000,0.9259,8
policy-audit-forge,0.75,,,0.5000,0.6342,8
policy-exception-optimizer,0.75,,,0.1250,0.3014,8
policy-gateway-authorizer,0.75,,,0.1250,0.3016,8
portfolio-bid-optimizer,0.75,,,0.1250,0.3724,8
probe-matrix-routing-fix,0.75,,,0.0000,0.2700,8
production-capability-graph-fix,0.75,,,0.8750,0.8978,8
program-tag-forecaster,0.75,,,1.0000,0.9803,8
prolog-stable-matching,0.75,,,0.0000,0.2625,8
promotion-mirror-auditor,0.75,,,0.5000,0.6245,8
proton-clearance-arcs,0.75,,,1.0000,0.9191,8
qho-ladder-json-repair,0.75,,,1.0000,0.9897,8
quartz-ingest-checkpoint,0.75,,,1.0000,0.9786,8
rack-allocation-contract,0.75,,,0.7500,0.8156,8
rail-load-oracle,0.75,,,0.8750,0.8592,8
rbac-conflict-reconstructor,0.75,,,0.0000,0.2520,8
reactor-thermal-regimes,0.75,,,0.1250,0.3754,8
recent-heat-pressure,0.75,,,0.5000,0.6429,8
reconcile-remap-probes,0.75,,,0.5000,0.6112,8
rectifier-survey-repair,0.75,,,1.0000,0.9181,8
registry-lock-reconciler,0.75,,,0.0000,0.2109,8
relay-panel-handbook-repair,0.75,,,1.0000,0.9925,8
relay-pin-reconciliation,0.75,,,0.1250,0.3607,8
relay-window-rebuild,0.75,,,1.0000,0.9587,8
release-trust-gate,0.75,,,0.1250,0.3566,8
rescue-root-contract-fix,0.75,,,0.7500,0.6996,8
resolution-replay-reconstructor,0.75,,,0.0000,0.2559,8
retention-manifest-planner,0.75,,,0.0000,0.2895,8
riscv-secure-boot-gate,0.75,,,0.7500,0.8063,8
roguelike-sight-repair,0.75,,,0.0000,0.3000,8
root-sign-histogram,0.75,,,0.6250,0.7161,8
rushhour-core-solver,0.75,,,0.8750,0.9050,8
sand-core-allocation,0.75,,,0.1250,0.3875,8
sdk-bundle-resolver,0.75,,,0.2500,0.4531,8
seal-replay-parity,0.75,,,0.0000,0.2269,8
sealed-mirror-planner,0.75,,,0.0000,0.2925,8
segment-confidence-selector,0.75,,,0.0000,0.2289,8
selective-coverage-classifier,0.75,,,0.0000,0.2722,8
sensor-reading-compaction,0.75,,,0.3750,0.5334,8
sentinel-quorum-reconciler,0.75,,,0.3750,0.5486,8
session-recovery-ledger,0.75,,,0.0000,0.2955,8
sh-recon-byte-semantics,0.75,,,0.5000,0.5887,8
ship-replay-audit,0.75,,,0.0000,0.2875,8
signed-envelope-replay-fix,0.75,,,0.5000,0.6389,8
signed-policy-markup-admission,0.75,,,0.0000,0.2518,8
skin-pixel-calibration,0.75,,,0.7500,0.6336,8
snapshot-rename-audit,0.75,,,0.2500,0.4130,8
softheap-corruption-journal,0.75,,,0.0000,0.1662,8
span-relay-ledger-fix,0.75,,,0.3750,0.5520,8
sparse-rehearsal-replay-fix,0.75,,,0.5000,0.6284,8
spiffe-svid-audit,0.75,,,0.0000,0.2665,8
spool-acl-delegation,0.75,,,0.2500,0.4750,8
sse-hub-leak-fix,0.75,,,0.1250,0.3785,8
stacker-replay-audit,0.75,,,0.0000,0.2951,8
staircase-stone-game,0.75,,,1.0000,1.0000,8
stale-binding-invalidation,0.75,,,0.0000,0.2483,8
stateflow-rollback-links,0.75,,,0.0000,0.2356,8
stock-reservation-racefix,0.75,,,0.0000,0.2371,8
stream-fencing-lock,0.75,,,0.8750,0.9125,8
strict-handshake-rotation,0.75,,,0.7500,0.8250,8
stripe-migration-publish,0.75,,,0.8750,0.8775,8
sudoers-authz-engine,0.75,,,0.1250,0.3830,8
supply-disruption-study,0.75,,,0.6250,0.7295,8
surge-drain-capacity-order,0.75,,,0.8750,0.8925,8
systemd-campaign-planner,0.75,,,1.0000,1.0000,8
tcp-flow-analyzer,0.75,,,0.7500,0.8111,8
techco-turnover-risk,0.75,,,0.0000,0.1371,8
telemetry-overlap-fix,0.75,,,1.0000,0.9312,8
termatrix-abi-lineage-fix,0.75,,,0.0000,0.2625,8
terraform-routing-engine,0.75,,,0.0000,0.3000,4
thermal-budget-derating,0.75,,,0.3750,0.4719,8
tickctl-wal-replay,0.75,,,0.2500,0.4102,8
tls-audit-trust-repair,0.75,,,0.0000,0.2972,8
tokengate-hf-score-fix,0.75,,,0.6250,0.6942,8
tool-triage-safety,0.75,,,0.0000,0.2539,8
tpm-quote-rollback,0.75,,,1.0000,0.8585,8
trailswitch-interlock-repair,0.75,,,0.2500,0.4525,8
transmitter-airtime-log,0.75,,,0.0000,0.2529,8
tray-thermal-calibration,0.75,,,0.7500,0.7862,8
tunnel-heat-solver,0.75,,,0.1250,0.3046,8
turbofan-flutter-spans,0.75,,,0.8750,0.8000,8
typefoundry-audit-repair,0.75,,,0.7500,0.7544,8
vsolve-resolver-repair,0.75,,,0.8750,0.8382,8
warehouse-json-ingest,0.75,,,0.3750,0.4125,8
warm-replay-reconcile,0.75,,,1.0000,0.9610,8
wasm-plugin-sandbox-audit,0.75,,,0.6250,0.6382,8
webauthn-assertion-verifier,0.75,,,0.1250,0.3728,8
windcourt-board-solver,0.75,,,0.7500,0.8074,8
wireguard-posture-audit,0.75,,,1.0000,0.9315,8
wvctl-state-reconcile,0.75,,,0.0000,0.1587,8
x509-ca-hardening,0.75,,,0.1250,0.3845,8
access-control-audit,0.625,,,1.0000,0.9818,6
affected-rebuild-planner,0.625,,,0.1250,0.3875,8
airlock-state-reconstruction,0.625,,,0.1250,0.3687,8
api-contract-reconcile,0.625,,,0.6250,0.7188,8
arterial-network-metrics,0.625,,,1.0000,0.9936,8
atlas-catalog-recovery,0.625,,,0.0000,0.2882,8
aws-oidc-policy-hardening,0.625,,,0.0000,0.3000,8
backgammon-turn-arbiter,0.625,,,0.6250,0.7199,8
bank-distress-deposit-panel,0.625,,,0.6250,0.7252,8
batch-settle-pair-tags,0.625,,,0.7500,0.6420,8
beamcache-snapshot-rotation,0.625,,,0.6250,0.6887,8
beamtrail-audit-replay,0.625,,,0.7500,0.7875,8
beauty-rating-transfer,0.625,,,0.8750,0.8963,8
blackstart-crank-planning,0.625,,,0.6250,0.6869,8
blackstart-restoration-planner,0.625,,,0.1250,0.2653,8
broker-authority-reconcile,0.625,,,0.8750,0.8720,8
bxctl-pack-replay-repair,0.625,,,0.0000,0.1965,8
cache-policy-engine,0.625,,,0.5000,0.6500,8
cairn-plan-resolver,0.625,,,0.0000,0.2498,8
canonical-ledger-replay,0.625,,,0.0000,0.2839,8
cavity-run-optimizer,0.625,,,0.2500,0.3229,8
centrifuge-rotor-replay,0.625,,,1.0000,0.9625,8
cert-order-policy,0.625,,,0.0000,0.1982,8
checkpoint-report-reconcile,0.625,,,0.0000,0.2760,8
chrony-replay-reconcile,0.625,,,1.0000,0.9777,8
cms-plugin-resolver,0.625,,,0.0000,0.2812,8
coldstore-alias-rebind,0.625,,,0.2500,0.2663,8
constrained-isotonic-calibration,0.625,,,0.6250,0.7208,8
corner-infiltration-chess,0.625,,,0.1250,0.3800,8
cpm-partition-evaluator,0.625,,,0.8750,0.8309,8
crash-triage-calibration,0.625,,,0.3750,0.5212,8
credit-risk-r-pipeline,0.625,,,0.1250,0.3852,8
crf-map-sequence-labeler,0.625,,,0.5714,0.6437,7
cryo-envelope-dossier,0.625,,,0.1250,0.3775,8
csv-exporter-repair,0.625,,,0.7500,0.7935,8
cutcell-elasticity-core,0.625,,,0.2500,0.4518,8
depot-cache-keepset,0.625,,,0.1250,0.3026,8
dns-log-correlator,0.625,,,0.0000,0.3000,8
dnssec-rollover-planner,0.625,,,0.3750,0.5277,8
donor-mailing-optimizer,0.625,,,0.5000,0.5893,8
double-feistel-key-recovery,0.625,,,,,0
duckdb-stump-repair,0.625,,,0.0000,0.2003,8
earthquake-hypocenter-inversion,0.625,,,0.5000,0.6339,8
ecdsa-nonce-incident,0.625,,,0.2500,0.4750,8
email-signup-error-shield,0.625,,,0.0000,0.1500,8
embervault-revocation,0.625,,,1.0000,0.9298,8
entropy-ledger-auditor,0.625,,,0.1250,0.3023,8
